Date,Bitcoin (BTC),Ethereum (ETH),BNB Chain (BNB),Cardano (ADA),Solana (SOL),Terra (LUNA),Avalanche (AVAX),Polkadot (DOT),Polygon (MATIC),Cosmos (ATOM),Algorand (ALGO),NEAR (NEAR)
2022-03-03,3.72,7.48,13.05,8.42,41.29,282.57,18.87,4.3,92.22,5.94,2.43,9.43
2022-03-04,3.43,6.92,12.13,7.88,38.13,260.49,18.22,4.01,85.95,5.32,2.32,8.91
2022-03-05,3.45,7.03,12.47,8.07,38.7,273.3,18.43,4.14,87.73,5.39,2.36,8.98
2022-03-06,3.36,6.73,12.15,7.68,36.51,247.23,17.42,4.06,83.44,4.91,2.28,8.63
2022-03-07,3.33,6.57,12.33,7.4,35.26,242.89,17.24,3.92,82.06,4.94,2.22,8.25
2022-03-08,3.39,6.8,12.36,7.49,35.55,266.31,17.55,4.05,84.16,4.86,2.26,8.32
2022-03-09,3.67,7.2,12.75,7.93,38.03,309.75,18.66,4.27,87.56,5.24,2.34,9.91
2022-03-10,3.45,6.88,12.06,7.53,35.79,315.91,17.78,4.05,83.6,4.89,2.23,9.44
2022-03-11,3.39,6.75,12.05,7.36,34.83,275.98,17.12,4.23,81.68,4.79,2.14,8.76
2022-03-12,3.4,6.78,12.07,7.37,35.14,268.58,17.05,4.33,81.21,4.75,2.15,8.82
2022-03-13,3.31,6.64,11.71,7.35,34.0,272.83,16.33,4.11,79.11,4.58,2.08,8.42
2022-03-14,3.47,6.83,12.1,7.49,35.07,296.12,16.58,4.23,80.19,4.68,2.15,8.66
2022-03-15,3.44,6.91,12.05,7.47,35.78,276.33,16.79,4.25,80.18,4.7,2.18,8.65
2022-03-16,3.6,7.32,12.49,7.83,37.91,278.39,17.81,4.55,85.36,5.05,2.25,9.24
2022-03-17,3.58,7.42,12.7,7.8,37.93,271.16,19.1,4.48,84.14,4.92,2.26,9.17
2022-03-18,3.66,7.76,12.87,7.95,38.78,276.46,20.61,4.53,87.09,4.99,2.3,9.71
2022-03-19,3.7,7.79,12.96,8.43,39.88,287.7,21.53,4.64,88.98,5.0,2.33,9.66
2022-03-20,3.61,7.55,12.67,8.2,38.27,282.95,20.4,4.45,85.24,4.86,2.26,9.11
2022-03-21,3.59,7.63,12.84,8.57,38.26,299.04,20.74,4.48,85.22,4.87,2.52,9.28
2022-03-22,3.71,7.84,13.1,9.1,39.06,290.57,20.19,4.83,87.63,4.89,2.52,9.46
2022-03-23,3.75,8.01,13.24,10.34,40.98,296.2,20.68,5.02,90.49,4.93,2.56,10.68
2022-03-24,3.85,8.21,13.43,10.56,44.2,292.42,21.06,5.08,94.8,5.11,2.72,11.02
2022-03-25,3.88,8.19,13.3,10.24,42.59,282.25,20.09,4.91,91.81,4.91,2.71,10.45
2022-03-26,3.9,8.3,13.48,10.76,43.94,285.34,20.65,5.0,93.76,5.02,2.78,10.87
2022-03-27,4.1,8.7,13.95,11.05,46.23,293.82,21.61,5.37,98.59,5.23,2.9,11.28
2022-03-28,4.13,8.8,13.94,10.92,45.68,303.43,21.53,5.25,96.39,5.13,2.77,10.81
2022-03-29,4.15,8.98,14.07,11.12,48.21,340.4,22.3,5.36,97.44,5.28,2.82,12.05
2022-03-30,4.12,8.93,14.33,11.11,52.16,330.94,22.97,5.36,97.83,5.24,2.83,11.99
2022-03-31,3.98,8.66,13.87,10.75,53.27,322.52,23.35,5.11,94.05,5.03,2.79,11.38
2022-04-01,4.05,9.12,14.51,10.88,58.09,330.64,23.28,5.27,98.6,5.13,2.86,12.6
2022-04-02,4.01,9.09,14.16,10.79,57.09,360.0,23.08,5.4,96.09,5.47,2.77,12.66
2022-04-03,4.06,9.29,14.59,11.07,59.1,352.38,23.57,5.54,98.16,5.58,2.85,14.37
2022-04-04,4.08,9.29,14.51,11.31,57.06,363.4,23.12,5.47,95.84,5.38,2.69,14.62
